authorName;authorAbout;authorID
Joe Haldeman;"Brother of Jack C. Haldeman IIHaldeman is the author of 20 novels and five collections. The Forever War won the Nebula, Hugo and Ditmar Awards for best science fiction novel in 1975. Other notable titles include Camouflage, The Accidental Time Machine and Marsbound as well as the short works ""Graves,"" ""Tricentennial"" and ""The Hemingway Hoax."" Starbound is scheduled for a January release. SFWA president Russell Davis called Haldeman ""an extraordinarily talented writer, a respected teacher and mentor in our community, and a good friend.""Haldeman officially received the Damon Knight Memorial Grand Master for 2010 by the Science Fiction and Fantasy Writers of America at the Nebula Awards Weekend in May, 2010 in Hollywood, Fla.";373
Maurice Sendak;Maurice Bernard Sendak was an American writer and illustrator of children's literature who is best known for his book Where the Wild Things Are, published in 1963. An elementary school (from kindergarten to grade five) in North Hollywood, California is named in his honor.Sendak was born in Brooklyn, New York, to Polish-Jewish immigrant parents, and decided to become an illustrator after viewing Walt Disney's film Fantasia at the age of twelve. His illustrations were first published in 1947 in a textbook titled Atomics for the Millions by Dr. Maxwell Leigh Eidinoff. He spent much of the 1950s working as an artist for children's books, before beginning to write his own stories.;376
David James Duncan;"David James Duncan (born 1952) is an American novelist and essayist, best known for his two bestselling novels, The River Why (1983) and The Brothers K (1992). Both involve fly fishing, baseball, and family.Both received the Pacific Northwest Booksellers award; The Brothers K was a New York Times Notable Book in 1992 and won a Best Books Award from the American Library Association.Film adaptationIn 2008, The River Why was adapted into a ""low-budget film"" of the same name starring William Hurt and Amber Heard. Since April 30, 2008, the film rights to The River Why have become the subject of a lawsuit by Duncan alleging copyright infringement, among other issues.Other worksDuncan has written a collection of short stories, River Teeth (1996), and a memoir of sorts, My Story As Told By Water (2001). His latest work is God Laughs and Plays: Churchless Sermons in Response to the Preachments of the Fundamentalist Right, published in 2006.An essay, ""Bird Watching as a Blood Sport"", appeared in Harper's Magazine in 1998; Duncan wrote the foreword to Thoreau on Water: Reflecting Heaven (2001).An essay, ""A Mickey Mantle koan: The obstinate grip of an autographed baseball"" appeared in Harper's Magazine in 1992.Personal lifeDuncan was born in Portland, Oregon and lives in Missoula County, Montana.";377
Beatrix Potter;Helen Beatrix Potter was an English author, illustrator, mycologist, and conservationist who is best known for her children's books, which featured animal characters such as Peter Rabbit.Born into a wealthy household, Potter was educated by governesses and grew up isolated from other children. She had numerous pets, and through holidays in Scotland and the Lake District, developed a love of landscape, flora, and fauna, all of which she closely observed and painted. Because she was a woman, her parents discouraged intellectual development, but her study and paintings of fungi led her to be widely respected in the field of mycology.In her thirties, Potter published the highly successful children's book The Tale of Peter Rabbit and became secretly engaged to her publisher, Norman Warne, causing a breach with her parents, who disapproved of his social status. Warne died before the wedding.Potter eventually published 24 children's books, the most recent being The Tale of Kitty-in-Boots (2016), and having become financially independent of her parents, was able to buy a farm in the Lake District, which she extended with other purchases over time. In her forties, she married a local solicitor, William Heelis. She became a sheep breeder and farmer while continuing to write and illustrate children's books. Potter died in 1943 and left almost all of her property to The National Trust in order to preserve the beauty of the Lake District as she had known it, protecting it from developers.Potter's books continue to sell well throughout the world, in multiple languages. Her stories have been retold in various formats, including a ballet, films, and in animation.;379
Astrid Lindgren;Astrid Anna Emilia Lindgren, née Ericsson, (1907 - 2002) was a Swedish children's book author and screenwriter, whose many titles were translated into 85 languages and published in more than 100 countries. She has sold roughly 165 million copies worldwide. Today, she is most remembered for writing the Pippi Longstocking books, as well as the Karlsson-on-the-Roof book series.Awards:Hans Christian Andersen Award for Writing (1958);380
Marcel Proust;Marcel Proust was a French novelist, best known for his 3000 page masterpiece À la recherche du temps perdu (Remembrance of Things Past or In Search of Lost Time), a pseudo-autobiographical novel told mostly in a stream-of-consciousness style. Born in the first year of the Third Republic, the young Marcel, like his narrator, was a delicate child from a bourgeois family. He was active in Parisian high society during the 80s and 90s, welcomed in the most fashionable and exclusive salons of his day. However, his position there was also one of an outsider, due to his Jewishness and homosexuality. Towards the end of 1890s Proust began to withdraw more and more from society, and although he was never entirely reclusive, as is sometimes made out, he lapsed more completely into his lifelong tendency to sleep during the day and work at night. He was also plagued with severe asthma, which had troubled him intermittently since childhood, and a terror of his own death, especially in case it should come before his novel had been completed. The first volume, after some difficulty finding a publisher, came out in 1913, and Proust continued to work with an almost inhuman dedication on his masterpiece right up until his death in 1922, at the age of 51.Today he is widely recognized as one of the greatest authors of the 20th Century, and À la recherche du temps perdu as one of the most dazzling and significant works of literature to be written in modern times.;381
Tom Stoppard;Sir Tom Stoppard OM, CBE, FRSL, is a British screenwriter and playwright. Born Tomáš Straussler. See http://en.wikipedia.org/wiki/Tom_Stop...;383
Jerzy Kosiński;"Kosiński was born Josef Lewinkopf to Jewish parents in Łódź, Poland. As a child during World War II, he lived in central Poland under a false identity his father gave him to use, Jerzy Kosiński. A Roman Catholic priest issued him a forged baptismal certificate. The Kosiński family survived the Holocaust thanks to local villagers, who offered assistance to Jewish Poles often at great personal risk (the penalty for assisting Jews in Nazi-occupied Poland was death). Kosiński's father received help not only from Polish town leaders and churchmen, but also from individuals such as Marianna Pasiowa, a member of the Polish underground network helping Jews to evade capture. The family lived openly in Dąbrowa Rzeczycka near Stalowa Wola, and attended church in nearby Wola Rzeczycka, obtaining support from villagers in Kępa Rzeczycka. They were sheltered temporarily by a Catholic family in Rzeczyca Okrągła. The young Jerzy even served as an altar boy in a local church.After World War II, Kosiński remained with his parents in Poland, moved to Jelenia Góra, and earned degrees in history and political science at the University of Łódź. He worked as an assistant in Institute of History and Sociology at the Polish Academy of Sciences. In 1957, he emigrated to the United States, creating a fake foundation which supposedly sponsored him; he later claimed that the letters from eminent Polish communist authorities guaranteeing his loyal return, which were needed for anyone leaving the communist country at that time, had all been forged by him.After taking odd jobs to get by, such as driving a truck, Kosiński graduated from Columbia University, and in 1965 he became an American citizen. He received grants from Guggenheim Fellowship in 1967, Ford Foundation in 1968, and the American Academy in 1970, which allowed him to write a political non-fiction book, opening new doors of opportunity. In the States he became a lecturer at Yale, Princeton, Davenport University, and Wesleyan.In 1962 Kosiński married Mary Hayward Weir who was 10 years his senior. They were divorced in 1966. Weir died in 1968 from brain cancer. Kosiński was left nothing in her will. He later fictionalized this marriage in his novel Blind Date speaking of Weir under pseudonym Mary-Jane Kirkland. Kosiński went on to marry Katherina ""Kiki"" von Fraunhofer, a marketing consultant and descendant of Bavarian aristocracy. They met in 1968.DeathKosiński suffered from multiple illnesses towards the end of his life, and was under attack from journalists who alleged he was a plagiarist. By the time he reached his late 50s, Kosiński was suffering from an irregular heartbeat as well as severe physical and nervous exhaustion. Kosiński committed suicide on May 3, 1991, by taking a fatal dose of barbiturates. His parting suicide note read: ""I am going to put myself to sleep now for a bit longer than usual. Call it Eternity"".";385
Ursula K. Le Guin;"Ursula K. Le Guin published twenty-two novels, eleven volumes of short stories, four collections of essays, twelve books for children, six volumes of poetry and four of translation, and has received many awards: Hugo, Nebula, National Book Award, PEN-Malamud, etc. Her recent publications include the novel Lavinia, an essay collection, Cheek by Jowl, and The Wild Girls. She lived in Portland, Oregon.She was known for her treatment of gender (The Left Hand of Darkness, The Matter of Seggri), political systems (The Telling, The Dispossessed) and difference/otherness in any other form. Her interest in non-Western philosophies was reflected in works such as ""Solitude"" and The Telling but even more interesting are her imagined societies, often mixing traits extracted from her profound knowledge of anthropology acquired from growing up with her father, the famous anthropologist, Alfred Kroeber. The Hainish Cycle reflects the anthropologist's experience of immersing themselves in new strange cultures since most of their main characters and narrators (Le Guin favoured the first-person narration) are envoys from a humanitarian organization, the Ekumen, sent to investigate or ally themselves with the people of a different world and learn their ways.";386
Margaret Mitchell;Librarian Note: There is more than one author in the Goodreads database with this name. Margaret Munnerlyn Mitchell, popularly known as Margaret Mitchell, was an American author, who won the Pulitzer Prize in 1937 for her novel, Gone with the Wind, published in 1936. The novel is one of the most popular books of all time, selling more than 28 million copies. An American film adaptation, released in 1939, became the highest-grossing film in the history of Hollywood, and received a record-breaking number of Academy Awards.-Wikipedia;387
Daniel Keyes;"Daniel Keyes was an American author best known for his Hugo award-winning short story and Nebula award-winning novel Flowers for Algernon. Keyes was given the Author Emeritus honor by the Science Fiction and Fantasy Writers of America in 2000.Keyes was born in Brooklyn, New York City, New York. At age 17, he joined the U.S. Maritime Service as ship's purser. He obtained a B.A. in psychology from Brooklyn College, and after a stint in fashion photography (partner in a photography studio), earned a Master's Degree in English and American Literature at night while teaching English in New York City public schools during the day and writing weekends.In the early 1950s, he was editor of the pulp magazine Marvel Science Fiction for publisher Martin Goodman. Circa 1952, Keyes was one of several staff writers, officially titled editors, who wrote for such horror and science fiction comics as Journey into Unknown Worlds, for which Keyes wrote two stories with artist Basil Wolverton. From 1955-56, Keyes wrote for the celebrated EC Comics, including its titles Shock Illustrated and Confessions Illustrated, under both his own name and the pseudonyms Kris Daniels, A.D. Locke and Dominik Georg.The short story and subsequent novel, Flowers for Algernon, is written as progress reports of a mentally disabled man, Charlie, who undergoes experimental surgery and briefly becomes a genius before the effects tragically wear off. The story was initially published in the April 1959 issue of The Magazine of Fantasy &amp; Science Fiction and the expanded novel in 1966. The novel has been adapted several times for other media, most prominently as the 1968 film Charly, starring Cliff Robertson (who won an Academy Award for Best Actor) and Claire Bloom. He also won the Hugo Award in 1959 and the Nebula Award in 1966.Keyes went on to teach creative writing at Wayne State University, and in 1966 he became an English and creative writing professor at Ohio University, in Athens, Ohio, where he was honored as a professor emeritus in 2000.Keyes' other books include The Fifth Sally, The Minds of Billy Milligan, The Touch, Unveiling Claudia, and the memoir Algernon, Charlie, and I: A Writer's Journey.";388
Samuel Beckett;"Samuel Barclay Beckett was an Irish avant-garde novelist, playwright, theatre director, and poet, who lived in France for most of his adult life. He wrote in both English and French. His work offers a bleak, tragicomic outlook on human nature, often coupled with black comedy and gallows humour.Beckett is widely regarded as among the most influential writers of the 20th century. Strongly influenced by James Joyce, he is considered one of the last modernists. As an inspiration to many later writers, he is also sometimes considered one of the first postmodernists. He is one of the key writers in what Martin Esslin called the ""Theatre of the Absurd"". His work became increasingly minimalist in his later career.Beckett was awarded the 1969 Nobel Prize in Literature ""for his writing, which—in new forms for the novel and drama—in the destitution of modern man acquires its elevation"". In 1984 he was elected Saoi of Aosdána. ";395
Arthur  Miller;Arthur Asher Miller was an American playwright and essayist. He was a prominent figure in American literature and cinema for over 61 years, writing a wide variety of plays, including celebrated plays such as The Crucible, A View from the Bridge, All My Sons, and Death of a Salesman, which are still studied and performed worldwide. Miller was often in the public eye, most famously for refusing to give evidence against others to the House Un-American Activities Committee, being the recipient of the Pulitzer Prize for Drama among other awards, and for marrying Marilyn Monroe. At the time of his death, Miller was considered one of the greatest American playwrights.;399
Robert A. Heinlein;"Works of American science-fiction writer Robert Anson Heinlein include 
  Stranger in a Strange Land
 (1961) and 
  The Moon Is a Harsh Mistress
 (1966). People often call this novelist ""the dean of science fiction writers"", one of the most popular, influential, and controversial authors of ""hard science fiction."" He set a high standard for science and engineering plausibility and helped to raise the standards of literary quality of the genre. He was the first science-fiction writer to break into mainstream, general magazines such as The Saturday Evening Post, in the late 1940s. He was also among the first authors of bestselling, novel-length science fiction in the modern, mass-market era. Also wrote under Pen names: Anson McDonald, Lyle Monroe, Caleb Saunders, John Riverside and Simon York.";400
Ralph Ellison;"Ralph Ellison was a scholar and writer. He was born Ralph Waldo Ellison in Oklahoma City, Oklahoma, named by his father after Ralph Waldo Emerson. Ellison was best known for his novel Invisible Man, which won the National Book Award in 1953. He also wrote Shadow and Act (1964), a collection of political, social and critical essays, and Going to the Territory (1986). For  The New York Times , the best of these essays in addition to the novel put him ""among the gods of America's literary Parnassus."" A posthumous novel, Juneteenth, was published after being assembled from voluminous notes he left after his death.Ellison died of Pancreatic Cancer on April 16, 1994. He was eighty-one years old. ";403
Neil Gaiman;;404
Pat Conroy;Pat Conroy (1945 - 2016) was the New York Times bestselling author of two memoirs and seven novels, including The Prince of Tides, The Great Santini, and The Lords of Discipline. He is recognized as a leading figure of late-20th century Southern literature.Born the eldest of seven children in a rigidly disciplined military household, he attended the Citadel, the military college of South Carolina. He briefly became a schoolteacher (which he chronicled in his memoir The Water Is Wide) before publishing his first novel, The Boo. Conroy lived on Fripp Island, South Carolina until his death in 2016.Conroy passed away on March 4, 2016 at his home from Pancreatic Cancer. He was 70 years old at the time of his death. ;405
Isabel Allende;"Isabel Allende Llona is a Chilean-American novelist. Allende, who writes in the ""magic realism"" tradition, is considered one of the first successful women novelists in Latin America. She has written novels based in part on her own experiences, often focusing on the experiences of women, weaving myth and realism together. She has lectured and done extensive book tours and has taught literature at several US colleges. She currently resides in California with her husband. Allende adopted U.S. citizenship in 2003.";409
Richard   Preston;Richard Preston is a journalist and nonfiction writer.Librarian Note: There is more than one author in the GoodReads database with this name. ;413
J.K. Rowling;"See also: Robert GalbraithAlthough she writes under the pen name J.K. Rowling, pronounced like rolling, her name when her first Harry Potter book was published was simply Joanne Rowling. Anticipating that the target audience of young boys might not want to read a book written by a woman, her publishers demanded that she use two initials, rather than her full name. As she had no middle name, she chose K as the second initial of her pen name, from her paternal grandmother Kathleen Ada Bulgen Rowling. She calls herself Jo and has said, ""No one ever called me 'Joanne' when I was young, unless they were angry."" Following her marriage, she has sometimes used the name Joanne Murray when conducting personal business. During the Leveson Inquiry she gave evidence under the name of Joanne Kathleen Rowling. In a 2012 interview, Rowling noted that she no longer cared that people pronounced her name incorrectly.Rowling was born to Peter James Rowling, a Rolls-Royce aircraft engineer, and Anne Rowling (née Volant), on 31 July 1965 in Yate, Gloucestershire, England, 10 miles (16 km) northeast of Bristol. Her mother Anne was half-French and half-Scottish. Her parents first met on a train departing from King's Cross Station bound for Arbroath in 1964. They married on 14 March 1965. Her mother's maternal grandfather, Dugald Campbell, was born in Lamlash on the Isle of Arran. Her mother's paternal grandfather, Louis Volant, was awarded the Croix de Guerre for exceptional bravery in defending the village of Courcelles-le-Comte during the First World War.Rowling's sister Dianne was born at their home when Rowling was 23 months old. The family moved to the nearby village Winterbourne when Rowling was four. She attended St Michael's Primary School, a school founded by abolitionist William Wilberforce and education reformer Hannah More. Her headmaster at St Michael's, Alfred Dunn, has been suggested as the inspiration for the Harry Potter headmaster Albus Dumbledore.As a child, Rowling often wrote fantasy stories, which she would usually then read to her sister. She recalls that: ""I can still remember me telling her a story in which she fell down a rabbit hole and was fed strawberries by the rabbit family inside it. Certainly the first story I ever wrote down (when I was five or six) was about a rabbit called Rabbit. He got the measles and was visited by his friends, including a giant bee called Miss Bee."" At the age of nine, Rowling moved to Church Cottage in the Gloucestershire village of Tutshill, close to Chepstow, Wales. When she was a young teenager, her great aunt, who Rowling said ""taught classics and approved of a thirst for knowledge, even of a questionable kind,"" gave her a very old copy of Jessica Mitford's autobiography, Hons and Rebels. Mitford became Rowling's heroine, and Rowling subsequently read all of her books.Rowling has said of her teenage years, in an interview with The New Yorker, ""I wasn’t particularly happy. I think it’s a dreadful time of life."" She had a difficult homelife; her mother was ill and she had a difficult relationship with her father (she is no longer on speaking terms with him). She attended secondary school at Wyedean School and College, where her mother had worked as a technician in the science department. Rowling said of her adolescence, ""Hermione [a bookish, know-it-all Harry Potter character] is loosely based on me. She's a caricature of me when I was eleven, which I'm not particularly proud of."" Steve Eddy, who taught Rowling English when she first arrived, remembers her as ""not exceptional"" but ""one of a group of girls who were bright, and quite good at English."" Sean Harris, her best friend in the Upper Sixth owned a turquoise Ford Anglia, which she says inspired the one in her books.";414
Art Spiegelman;Art Spiegelman (born Itzhak Avraham ben Zeev) is New-York-based comics artist, editor, and advocate for the medium of comics, best known for his Pulitzer Prize-winning comic memoir, Maus.;417
Betty  Smith;"Librarian Note: There is more than one author in the Goodreads database with this name. See this thread for more information. Betty Smith (AKA Sophina Elisabeth Wehner): Born- December 15, 1896; Died- January 17, 1972Born in Brooklyn, New York to German immigrants, she grew up poor in Williamsburg, Brooklyn. These experiences served as the framework to her first novel, A Tree Grows in Brooklyn (1943).After marrying George H. E. Smith, a fellow Brooklynite, she moved with him to Ann Arbor, Michigan, where he pursued a law degree at the University of Michigan. At this time, she gave birth to two girls and waited until they were in school so she could complete her higher education. Although Smith had not finished high school, the university allowed her to enroll in classes. There she honed her skills in journalism, literature, writing, and drama, winning a prestigious Hopwood Award. She was a student in the classes of Professor Kenneth Thorpe Rowe.In 1938 she divorced her husband and moved to Chapel Hill, North Carolina. There she married Joseph Jones in 1943, the same year in which A Tree Grows in Brooklyn was published. She teamed with George Abbott to write the book for the 1951 musical adaptation of the same name. Throughout her life, Smith worked as a dramatist, receiving many awards and fellowships including the Rockefeller Fellowship and the Dramatists Guild Fellowship for her work in drama. Her other novels include Tomorrow Will Be Better (1947), Maggie-Now (1958) and Joy in the Morning (1963). ";420
Salman Rushdie;"
  The Satanic Verses
 (1988), novel of Indian-born British writer Salman Rushdie led Ruholla Khomeini, the ayatollah of Iran, to demand his execution and then forced him into hiding; his other works include 
  Midnight's Children
 (1981), which won the Booker prize, and 
  The Moor's Last Sigh
 (1995).Sir Ahmed Salman Rushdie, a novelist and essayist, set much of his early fiction at least partly on the Indian subcontinent. His style is often classified as magical realism, while a dominant theme of his work is the story of the many connections, disruptions and migrations between the Eastern and Western world.His fourth novel led to some violent protests from Muslims in several countries. Faced with death threats and a fatwa (religious edict) issued by Ayatollah Ruhollah Khomeini, then Supreme Leader of Iran, which called for him to be killed, he spent nearly a decade largely underground, appearing in public only sporadically. In June 2007, he was appointed a Knight Bachelor for ""services to literature"", which ""thrilled and humbled"" him. In 2007, he began a five-year term as Distinguished Writer in Residence at Emory University.";421
Katherine Dunn;"Katherine Dunn was a novelist and boxing journalist who lived and worked in Oregon. She is the author of the three novels: Attic; Truck; and Geek Love. This, her most well-known work, was a finalist for both the National Book Award and the Bram Stoker Prize for horror fiction. She also authored the essay collection One Ring Circus. She died in 2016.";425
George R.R. Martin;"George Raymond Richard ""R.R."" Martin was born September 20, 1948, in Bayonne, New Jersey. His father was Raymond Collins Martin, a longshoreman, and his mother was Margaret Brady Martin. He has two sisters, Darleen Martin Lapinski and Janet Martin Patten. Martin attended Mary Jane Donohoe School and Marist High School. He began writing very young, selling monster stories to other neighborhood children for pennies, dramatic readings included. Later he became a comic book fan and collector in high school, and began to write fiction for comic fanzines (amateur fan magazines). Martin's first professional sale was made in 1970 at age 21: The Hero, sold to Galaxy, published in February, 1971 issue. Other sales followed. In 1970 Martin received a B.S. in Journalism from Northwestern University, Evanston, Illinois, graduating summa cum laude. He went on to complete a M.S. in Journalism in 1971, also from Northwestern. As a conscientious objector, Martin did alternative service 1972-1974 with VISTA, attached to Cook County Legal Assistance Foundation. He also directed chess tournaments for the Continental Chess Association from 1973-1976, and was a Journalism instructor at Clarke College, Dubuque, Iowa, from 1976-1978. He wrote part-time throughout the 1970s while working as a VISTA Volunteer, chess director, and teacher. In 1975 he married Gale Burnick. They divorced in 1979, with no children. Martin became a full-time writer in 1979. He was writer-in-residence at Clarke College from 1978-79. Moving on to Hollywood, Martin signed on as a story editor for Twilight Zone at CBS Television in 1986. In 1987 Martin became an Executive Story Consultant for Beauty and the Beast at CBS. In 1988 he became a Producer for Beauty and the Beast, then in 1989 moved up to Co-Supervising Producer. He was Executive Producer for Doorways, a pilot which he wrote for Columbia Pictures Television, which was filmed during 1992-93. Martin's present home is Santa Fe, New Mexico. He is a member of Science Fiction &amp; Fantasy Writers of America (he was South-Central Regional Director 1977-1979, and Vice President 1996-1998), and of Writers' Guild of America, West. http://us.macmillan.com/author/george...";426
Maya Angelou;Maya Angelou, born Marguerite Ann Johnson April 4, 1928 in St. Louis, Missouri, was an American poet, memoirist, actress and an important figure in the American Civil Rights Movement. In 2001 she was named one of the 30 most powerful women in America by Ladies Home Journal. Maya Angelou is known for her series of six autobiographies, starting with I Know Why the Caged Bird Sings, (1969) which was nominated for a National Book Award and called her magnum opus. Her volume of poetry, Just Give Me a Cool Drink of Water 'Fore I Die (1971) was nominated for the Pulitzer Prize.;427
James Redfield;James Redfield is the author of The Celestine Prophecy and The Tenth Insight. He writes widely on the topic of human spiritual awareness and is active in the worldwide effort to save our last remaining wilderness areas. James lives with his wife, Salle, and cat, Meredith, in Alabama and Arizona.;428
Lawrence Durrell;Lawrence George Durrell was a critically hailed and beloved novelist, poet, humorist, and travel writer best known for The Alexandria Quartet novels, which were ranked by the Modern Library as among the greatest works of English literature in the twentieth century. A passionate and dedicated writer from an early age, Durrell’s prolific career also included the groundbreaking Avignon Quintet, whose first novel, Monsieur (1974), won the James Tait Black Memorial Prize, and whose third novel, Constance (1982), was nominated for the Booker Prize. He also penned the celebrated travel memoir Bitter Lemons of Cyprus (1957), which won the Duff Cooper Prize. Durrell corresponded with author Henry Miller for forty-five years, and Miller influenced much of his early work, including a provocative and controversial novel, The Black Book (1938). Durrell died in France in 1990.The time Lawrence spent with his family, mother Louisa, siblings Leslie, Margaret Durrell, and Gerald Durrell, on the island of Corfu were the subject of Gerald's memoirs and have been filmed numerous times for TV. ;429
Amy Tan;"Amy Tan (Chinese: 譚恩美; pinyin: Tán Ēnměi; born February 19, 1952) is an American writer whose works explore mother-daughter relationships and what it means to grow up as a first generation Asian American. In 1993, Tan's adaptation of her most popular fiction work, The Joy Luck Club, became a commercially successful film.She has written several other books, including The Kitchen God's Wife, The Hundred Secret Senses, and The Bonesetter's Daughter, and a collection of non-fiction essays entitled The Opposite of Fate: A Book of Musings. Her most recent book, Saving Fish From Drowning, explores the tribulations experienced by a group of people who disappear while on an art expedition into the jungles of Burma. In addition, Tan has written two children's books: The Moon Lady (1992) and Sagwa, The Chinese Siamese Cat (1994), which was turned into an animated series airing on PBS. She has also appeared on PBS in a short spot on encouraging children to write.Currently, she is the literary editor for West, Los Angeles Times' Sunday magazine.";437
Annie Dillard;Annie Dillard (born April 30, 1945) is an American author, best known for her narrative prose in both fiction and non-fiction. She has published works of poetry, essays, prose, and literary criticism, as well as two novels and one memoir. Her 1974 work Pilgrim at Tinker Creek won the 1975 Pulitzer Prize for General Nonfiction. Dillard taught for 21 years in the English department of Wesleyan University, in Middletown, Connecticut.(from Wikipedia);438
Norman Mailer;Norman Kingsley Mailer was an American novelist, journalist, essayist, poet, playwright, screenwriter, and film director.Along with Truman Capote, Joan Didion, and Tom Wolfe, Mailer is considered an innovator of creative nonfiction, a genre sometimes called New Journalism, but which covers the essay to the nonfiction novel. He was awarded the Pulitzer Prize twice and the National Book Award once. In 1955, Mailer, together with Ed Fancher and Dan Wolf, first published The Village Voice, which began as an arts- and politics-oriented weekly newspaper initially distributed in Greenwich Village. In 2005, he won the Medal for Distinguished Contribution to American Letters from The National Book Foundation.;439
Thomas Wolfe;"People best know American writer Thomas Clayton Wolfe for his autobiographical novels, including 
  Look Homeward, Angel
 (1929) and the posthumously published 
  You Can't Go Home Again
 (1940).Wolfe wrote four lengthy novels and many short stories, dramatic works and novellas. He mixed highly original, poetic, rhapsodic, and impressionistic prose with autobiographical writing. Wolfe wrote and published books that vividly reflect on American culture and the mores, filtered through his sensitive, sophisticated and hyper-analytical perspective. People widely knew him during his own lifetime.Wolfe inspired the works of many other authors, including Betty Smith with A Tree Grows in Brooklyn, Robert Morgan with Gap Creek; Pat Conroy, author of Prince of Tides, said, ""My writing career began the instant I finished Look Homeward, Angel."" Jack Kerouac idolized Wolfe. Wolfe influenced Ray Bradbury, who included Wolfe as a character in his books.(from Wikipedia)";440
Louis-Ferdinand Céline;Louis-Ferdinand Céline, pen name of Dr. Louis-Ferdinand Destouches, is best known for his works Voyage au bout de la nuit (Journey to the End of the Night), and Mort à crédit (Death on the Installment Plan). His highly innovative writing style using Parisian vernacular, vulgarities, and intentionally peppering ellipses throughout the text was used to evoke the cadence of speech.Louis-Ferdinand Destouches was raised in Paris, in a flat over the shopping arcade where his mother had a lace store. His parents were poor (father a clerk, mother a seamstress). After an education that included stints in Germany and England, he performed a variety of dead-end jobs before he enlisted in the French cavalry in 1912, two years before the outbreak of the First World War in 1914. While serving on the Western Front he was wounded in the head and suffered serious injuries—a crippled arm and headaches that plagued him all his life—but also winning a medal of honour. Released from military service, he studied medicine and emigrated to the USA where he worked as a staff doctor at the newly build Ford plant in Detroit before returning to France and establishing a medical practice among the Parisian poor. Their experiences are featured prominently in his fiction.Although he is often cited as one of the most influential and greatest writers of the twentieth century, he is certainly viewed as a controversial figure. After embracing fascism, he published three antisemitic pamphlets, and vacillated between support and denunciation of Hitler. He fled to Germany and Denmark in 1945 where he was imprisoned for a year and declared a national disgrace. He then received amnesty and returned to Paris in 1951.Kurt Vonnegut, Jr., Henry Miller, William Burroughs, and Charles Bukowski have all cited him as an important influence.Translated Profiles:Луи-Фердинанд Селин;441
Marguerite Yourcenar;Marguerite Yourcenar, original name Marguerite de Crayencour, was a french novelist, essayist, poet and short-story writer who became the first woman to be elected to the Académie Française (French Academy), an exclusive literary institution with a membership limited to 40.She became a naturalized U.S. citizen in 1947. The name “Yourcenar” is an imperfect anagram of her original name, “Crayencour.”Yourcenar’s literary works are notable for their rigorously classical style, their erudition, and their psychological subtlety. In her most important books she re-creates past eras and personages, meditating thereby on human destiny, morality, and power. Her masterpiece is Mémoires d'Hadrien, a historical novel constituting the fictionalized memoirs of that 2nd-century Roman emperor. Her works were translated by the American Grace Frick, Yourcenar’s secretary and life companion. Yourcenar was also a literary critic and translator.;444
Eugene O'Neill;"American playwright Eugene Gladstone O'Neill authored 
  Mourning Becomes Electra
 in 1931 among his works; he won the Nobel Prize of 1936 for literature, and people awarded him his fourth Pulitzer Prize for 
  Long Day's Journey into Night
, produced in 1956.He won his Nobel Prize ""for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy."" More than any other dramatist, O'Neill introduced the dramatic realism that Russian playwright Anton Chekhov, Norwegian playwright Henrik Ibsen, and Swedish playwright August Strindberg pioneered to Americans and first used true American vernacular in his speeches. His plays involve characters, who, engaging in depraved behavior, inhabit the fringes of society, where they struggle to maintain their hopes and aspirations but ultimately slide into disillusionment and despair. O'Neill wrote 
  Ah, Wilderness!
, his only comedy: all his other plays involve some degree of tragedy and personal pessimism. ";445
Michael Cunningham;"Michael Cunningham is the author of the novels A Home at the End of the World, Flesh and Blood, The Hours (winner of the Pen/Faulkner Award &amp; Pulitzer Prize), Specimen Days, and By Nightfall, as well as the non-fiction book, Land's End: A Walk in Provincetown. His new novel, The Snow Queen, will be published in May of 2014. He lives in New York, and teaches at Yale University.";452
John Irving;JOHN IRVING was born in Exeter, New Hampshire, in 1942. His first novel, Setting Free the Bears, was published in 1968, when he was twenty-six. He competed as a wrestler for twenty years, and coached wrestling until he was forty-seven.	Mr. Irving has been nominated for a National Book Award three times—winning once, in 1980, for his novel The World According to Garp. He received an O. Henry Award in 1981 for his short story “Interior Space.” In 2000, Mr. Irving won the Oscar for Best Adapted Screenplay for The Cider House Rules. In 2013, he won a Lambda Literary Award for his novel In One Person.	An international writer—his novels have been translated into more than thirty-five languages—John Irving lives in Toronto. His all-time best-selling novel, in every language, is A Prayer for Owen Meany. 	Avenue of Mysteries is his fourteenth novel. ;453
Marilynne Robinson;American novelist and essayist. Across her writing career, Robinson has received numerous awards, including the Pulitzer Prize for Fiction in 2005, National Humanities Medal in 2012, and the 2016 Library of Congress Prize for American Fiction. In 2016, Robinson was named in Time magazine's list of 100 most influential people. Robinson began teaching at the Iowa Writers' Workshop in 1991 and retired in the spring of 2016.Robinson is best known for her novels Housekeeping (1980) and Gilead (2004). Her novels are noted for their thematic depiction of both rural life and faith. The subjects of her essays have spanned numerous topics, including the relationship between religion and science, US history, nuclear pollution, John Calvin, and contemporary American politics.;455
