bookId;ISBN;title;Original Title;numberOfRatings;rating;firstPublishedDate;description;Edition Language;authorID
13103;;The Celestine Prophecy;The Celestine Prophecy;111361;3.7;1993-01-01;You have never read a book like this before...The Celestine Prophecy contains secrets that are currently changing our world. Drawing on the ancient wisdom found in a Peruvian manuscript, it tells you how to make connections between the events happening in your own life right now...and lets you see what is going to happen to you in the years to come.The story it tells is a gripping one of adventure and discovery, but it is also a guidebook that has the power to crystalize your perceptions of why you are where you are in life...and to direct your steps with a new energy and optimism as you head into tomorrow.A book that comes along just once in a lifetime to change lives forever.;English;428
13033;0140153179;The Alexandria Quartet;The Alexandria Quartet;11794;4.17;1960-01-01;Lawrence Durrell's series of four novels set in Alexandria, Egypt during the 1940s. The lush and sensuous series consists of Justine (1957), Balthazar (1958), Mountolive (1958), and Clea (1960). Justine, Balthazar, and Mountolive use varied viewpoints to relate a series of events in Alexandria before World War II. In Clea, the story continues into the years during the war. One L.G. Darley is the primary observer of the events, which include events in the lives of those he loves, and those he knows. In Justine, Darley attempts to recover from and put into perspective his recently ended affair with a woman. Balthazar reinterprets the romantic perspective he placed on the affair and its aftermath in Justine, in more philosophical and intellectual terms. Mountolive tells a story minus interpretation, and Clea reveals Darley's healing, and coming to love another woman.;English;429
12557;0143038109;The Kitchen God's Wife;The Kitchen God's Wife;83204;4.03;1991-01-01;Winnie and Helen have kept each other's worst secrets for more than fifty years. Now, because she believes she is dying, Helen wants to expose everything. And Winnie angrily determines that she must be the one to tell her daughter, Pearl, about the past—including the terrible truth even Helen does not know. And so begins Winnie's story of her life on a small island outside Shanghai in the 1920s, and other places in China during World War II, and traces the happy and desperate events that led to Winnie's coming to America in 1949.;English;437
7763;;The Joy Luck Club;The Joy Luck Club;673802;3.97;1989-01-01;Alternate cover editions of ISBN 9780143038092 can be found here.Four mothers, four daughters, four families, whose histories shift with the four winds depending on who's telling the stories. In 1949, four Chinese women, recent immigrants to San Francisco, meet weekly to play mahjong and tell stories of what they left behind in China. United in loss and new hope for their daughters' futures, they call themselves the Joy Luck Club. Their daughters, who have never heard these stories, think their mothers' advice is irrelevant to their modern American lives – until their own inner crises reveal how much they've unknowingly inherited of their mothers' pasts. With wit and sensitivity, Amy Tan examines the sometimes painful, often tender, and always deep connection between mothers and daughters. As each woman reveals her secrets, trying to unravel the truth about her life, the strings become more tangled, more entwined. Mothers boast or despair over daughters, and daughters roll their eyes even as they feel the inextricable tightening of their matriarchal ties. Tan is an astute storyteller, enticing readers to immerse themselves into these lives of complexity and mystery.;English;437
12527;0072434171;Pilgrim at Tinker Creek;Pilgrim at Tinker Creek;26164;4.09;1974-01-01;"An exhilarating meditation on nature and its seasons—a personal narrative highlighting one year's exploration on foot in the author's own neighborhood in Tinker Creek, Virginia. In the summer, Dillard stalks muskrats in the creek and contemplates wave mechanics; in the fall she watches a monarch butterfly migration and dreams of Arctic caribou. She tries to con a coot; she collects pond water and examines it under a microscope. She unties a snake skin, witnesses a flood, and plays 'King of the Meadow' with a field of grasshoppers.";English;438
12467;0312265050;The Naked and the Dead;The Naked and the Dead;25058;3.94;1948-01-01;Hailed as one of the finest novels to come out of the Second World War, The Naked and the Dead received unprecedented critical acclaim upon its publication and has since enjoyed a long and well-deserved tenure in the American canon. This fiftieth anniversary edition features a new introduction created especially for the occasion by Norman Mailer.Written in gritty, journalistic detail, the story follows a platoon of Marines who are stationed on the Japanese-held island of Anopopei. Composed in 1948 with the wisdom of a man twice Mailer's age and the raw courage of the young man he was, The Naked and the Dead is representative of the best in twentieth-century American writing.;English;439
12448;0743297318;Look Homeward, Angel;Look Homeward, Angel: A Story of the Buried Life;14512;3.92;1929-01-01;Look Homeward, Angel: A Story of the Buried Life is a 1929 novel by Thomas Wolfe. It is Wolfe's first novel, and is considered a highly autobiographical American Bildungsroman. The character of Eugene Gant is generally believed to be a depiction of Wolfe himself. The novel covers the span of time from Gant's birth to the age of 19. The setting is the fictional town and state of Altamont, Catawba, a fictionalization of his home town, Asheville, North Carolina. Playwright Ketti Frings wrote a theatrical adaptation of Wolfe's work in a 1957 play of the same title.;English;440
12395;0811216543;Journey to the End of the Night;Voyage au bout de la nuit;40273;4.2;1932-01-01;Louis-Ferdinand Celine's revulsion and anger at what he considered the idiocy and hypocrisy of society explodes from nearly every page of this novel. Filled with slang and obscenities and written in raw, colloquial language, Journey to the End of the Night is a literary symphony of violence, cruelty and obscene nihilism. This book shocked most critics when it was first published in France in 1932, but quickly became a success with the reading public in Europe, and later in America where it was first published by New Directions in 1952. The story of the improbable yet convincingly described travels of the petit-bourgeois (and largely autobiographical) antihero, Bardamu, from the trenches of World War I, to the African jungle, to New York and Detroit, and finally to life as a failed doctor in Paris, takes the readers by the scruff and hurtles them toward the novel's inevitable, sad conclusion.;English;441
12172;0374529264;Memoirs of Hadrian;Mémoires d'Hadrien;27740;4.23;1951-01-01;Both an exploration of character and a reflection on the meaning of history, Memoirs of Hadrian has received international acclaim since its first publication in France in 1951. In it, Marguerite Yourcenar reimagines the Emperor Hadrian's arduous boyhood, his triumphs and reversals, and finally, as emperor, his gradual reordering of a war-torn world, writing with the imaginative insight of a great writer of the twentieth century while crafting a prose style as elegant and precise as those of the Latin stylists of Hadrian's own era.;English;444
12083;0300093055;Long Day's Journey into Night;Long Day's Journey Into Night;40142;4.05;1956-01-01;Long Day's Journey Into Night is the story of one devastating day in the Tyrone family. The play is autobiographical, and O'Neill draws his drug-addicted mother, his close-fisted father, his drunken and degenerate elder brother, and his tormented self, with terrifying veracity.;English;445
11899;0312305060;The Hours;The Hours;138088;3.95;1998-07-31;'The Hours' is a daring and deeply affecting novel inspired by the life and work of Virginia Woolf. It is a passionate, profound and haunting story of love and inheritance, hope and despair.;English;452
11768;0552992097;The Hotel New Hampshire;The Hotel New Hampshire;64413;3.92;1981-01-01;“The first of my father’s illusions was that bears could survive the life lived by human beings, and the second was that human beings could survive a life led in hotels.” So says John Berry, son of a hapless dreamer, brother to a cadre of eccentric siblings, and chronicler of the lives lived, the loves experienced, the deaths met, and the myriad strange and wonderful times encountered by the family Berry. Hoteliers, pet-bear owners, friends of Freud (the animal trainer and vaudevillian, that is), and playthings of mad fate, they “dream on” in a funny, sad, outrageous, and moving novel by the remarkable author of A Prayer for Owen Meany and Last Night in Twisted River.;English;453
7073;0345915623;A Son of the Circus;A Son of the Circus;20257;3.66;1994-01-01;A Hindi film star . . . an American missionary . . . twins separated at birth . . . a dwarf chauffeur . . . a serial killer . . . all are on a collision course. In the tradition of A Prayer for Owen Meany, Irving's characters transcend nationality. They are misfits--coming from everywhere, belonging nowhere. Set almost entirely in India, this is John Irving's most ambitious novel and a major publishing event.;English;453
4687;0786226749;The Cider House Rules;The Cider House Rules;181080;4.16;1985-05-10;Raised from birth in the orphanage at St. Cloud's, Maine, Homer Wells has become the protege of Dr. Wilbur Larch, its physician and director. There Dr. Larch cares for the troubled mothers who seek his help, either by delivering and taking in their unwanted babies or by performing illegal abortions. Meticulously trained by Dr. Larch, Homer assists in the former, but draws the line at the latter. Then a young man brings his beautiful fiancee to Dr. Larch for an abortion, and everything about the couple beckons Homer to the wide world outside the orphanage ...;English;453
4473;0552135399;A Prayer for Owen Meany;A Prayer for Owen Meany;314761;4.24;1989-03-28;"Eleven-year-old Owen Meany, playing in a Little League baseball game in Gravesend, New Hampshire, hits a foul ball and kills his best friend's mother. Owen doesn't believe in accidents; he believes he is God's instrument. What happens to Owen after that 1953 foul is both extraordinary and terrifying. At moments a comic, self-deluded victim, but in the end the principal, tragic actor in a divine plan, Owen Meany is the most heartbreaking hero John Irving has yet created.";English;453
11741;0312424094;Housekeeping;Housekeeping;51617;3.81;1980-03-01;"A modern classic, Housekeeping is the story of Ruth and her younger sister, Lucille, who grow up haphazardly, first under the care of their competent grandmother, then of two comically bumbling great-aunts, and finally of Sylvie, their eccentric and remote aunt. The family house is in the small Far West town of Fingerbone set on a glacial lake, the same lake where their grandfather died in a spectacular train wreck, and their mother drove off a cliff to her death. It is a town ""chastened by an outsized landscape and extravagant weather, and chastened again by an awareness that the whole of human history had occurred elsewhere."" Ruth and Lucille's struggle toward adulthood beautifully illuminates the price of loss and survival, and the dangerous and deep undertow of transience.";English;455
11713;0771068719;The English Patient;The English Patient;129250;3.87;1992-09-01;"With ravishing beauty and unsettling intelligence, Michael Ondaatje's Booker Prize-winning novel traces the intersection of four damaged lives in an Italian villa at the end of World War II. Hana, the exhausted nurse; the maimed thief, Caravaggio; the wary sapper, Kip: each is haunted by the riddle of the English patient, the nameless, burned man who lies in an upstairs room and whose memories of passion, betrayal,and rescue illuminates this book like flashes of heat lightening.";English;457
11346;0452283868;Sula;Sula;90245;4.01;1973-01-01;This rich and moving novel traces the lives of two black heroines from their close-knit childhood in a small Ohio town, through their sharply divergent paths of womanhood, to their ultimate confrontation and reconciliation.Nel Wright has chosen to stay in the place where she was born, to marry, raise a family, and become a pillar of the black community. Sula Peace has rejected the life Nel has embraced, escaping to college, and submerging herself in city life. When she returns to her roots, it is as a rebel and a wanton seductress. Eventually, both women must face the consequences of their choices. Together, they create an unforgettable portrait of what it means and costs to be a black woman in America.;English;466
11337;0452287065;The Bluest Eye;The Bluest Eye;236709;4.11;1970-06-01;The Bluest Eye is Toni Morrison's first novel, a book heralded for its richness of language and boldness of vision. Set in the author's girlhood hometown of Lorain, Ohio, it tells the story of black, eleven-year-old Pecola Breedlove. Pecola prays for her eyes to turn blue so that she will be as beautiful and beloved as all the blond, blue-eyed children in America. In the autumn of 1941, the year the marigolds in the Breedloves' garden do not bloom. Pecola's life does change—in painful, devastating ways. What its vivid evocation of the fear and loneliness at the heart of a child's yearning, and the tragedy of its fulfillment. The Bluest Eye remains one of Toni Morrisons's most powerful, unforgettable novels- and a significant work of American fiction.;English;466
11334;140003342X;Song of Solomon;Song of Solomon;108047;4.13;1977-01-01;Milkman Dead was born shortly after a neighborhood eccentric hurled himself off a rooftop in a vain attempt at flight. For the rest of his life he, too, will be trying to fly. With this brilliantly imagined novel, Toni Morrison transfigures the coming-of-age story as audaciously as Saul Bellow or Gabriel García Márquez. As she follows Milkman from his rustbelt city to the place of his family’s origins, Morrison introduces an entire cast of strivers and seeresses, liars and assassins, the inhabitants of a fully realized black world.;English;466
6149;;Beloved;Beloved;415878;3.94;1987-09-16;Winner of the Pulitzer Prize, Toni Morrison’s Beloved is a spellbinding and dazzlingly innovative portrait of a woman haunted by the past.Sethe was born a slave and escaped to Ohio, but eighteen years later she is still not free. She has borne the unthinkable and not gone mad, yet she is still held captive by memories of Sweet Home, the beautiful farm where so many hideous things happened. Meanwhile Sethe’s house has long been troubled by the angry, destructive ghost of her baby, who died nameless and whose tombstone is engraved with a single word: Beloved.Sethe works at beating back the past, but it makes itself heard and felt incessantly in her memory and in the lives of those around her. When a mysterious teenage girl arrives, calling herself Beloved, Sethe’s terrible secret explodes into the present.Combining the visionary power of legend with the unassailable truth of history, Morrison’s unforgettable novel is one of the great and enduring works of American literature.;English;466
11297;0375704027;Norwegian Wood;ノルウェイの森 [Noruwei no Mori];560399;4.02;1987-09-04;Toru, a quiet and preternaturally serious young college student in Tokyo, is devoted to Naoko, a beautiful and introspective young woman, but their mutual passion is marked by the tragic death of their best friend years before. Toru begins to adapt to campus life and the loneliness and isolation he faces there, but Naoko finds the pressures and responsibilities of life unbearable. As she retreats further into her own world, Toru finds himself reaching out to others and drawn to a fiercely independent and sexually liberated young woman. A magnificent blending of the music, the mood, and the ethos that was the sixties with the story of one college student's romantic coming of age, Norwegian Wood brilliantly recaptures a young man's first, hopeless, and heroic love.;English;469
11275;0965341984;The Wind-Up Bird Chronicle;ねじまき鳥クロニクル [Nejimakidori Kuronikuru];272312;4.15;1994-04-12;"Japan's most highly regarded novelist now vaults into the first ranks of international fiction writers with this heroically imaginative novel, which is at once a detective story, an account of a disintegrating marriage, and an excavation of the buried secrets of World War II. In a Tokyo suburb a young man named Toru Okada searches for his wife's missing cat. Soon he finds himself looking for his wife as well in a netherworld that lies beneath the placid surface of Tokyo. As these searches intersect, Okada encounters a bizarre group of allies and antagonists: a psychic prostitute; a malevolent yet mediagenic politician; a cheerfully morbid sixteen-year-old-girl; and an aging war veteran who has been permanently changed by the hideous things he witnessed during Japan's forgotten campaign in Manchuria. Gripping, prophetic, suffused with comedy and menace, The Wind-Up Bird Chronicle is a tour de force equal in scope to the masterpieces of Mishima and Pynchon.";English;469
10374;;Hard-Boiled Wonderland and the End of the World;世界の終りとハードボイルド・ワンダーランド;131087;4.13;1985-06-15;'A narrative particle accelerator that zooms between Wild Turkey Whiskey and Bob Dylan, unicorn skulls and voracious librarians, John Coltrane and Lord Jim. Science fiction, detective story and post-modern manifesto all rolled into one rip-roaring novel, Hard-Boiled Wonderland and the End of the World is the tour de force that expanded Haruki Murakami's international following. Tracking one man's descent into the Kafkaesque underworld of contemporary Tokyo, Murakami unites East and West, tragedy and farce, compassion and detachment, slang and philosophy.';English;469
11012;0192839993;Dubliners;Dubliners;149866;3.84;1914-06-15;This work of art reflects life in Ireland at the turn of the last century, and by rejecting euphemism, reveals to the Irish their unromantic realities. Each of the 15 stories offers glimpses into the lives of ordinary Dubliners, and collectively they paint a portrait of a nation.;English;472
7588;0142437344;A Portrait of the Artist as a Young Man;A Portrait of the Artist as a Young Man;147615;3.63;1916-12-29;The portrayal of Stephen Dedalus's Dublin childhood and youth, his quest for identity through art and his gradual emancipation from the claims of family, religion and Ireland itself, is also an oblique self-portrait of the young James Joyce and a universal testament to the artist's 'eternal imagination'. Both an insight into Joyce's life and childhood, and a unique work of modernist fiction, A Portrait of the Artist as a Young Man is a novel of sexual awakening, religious rebellion and the essential search for voice and meaning that every nascent artist must face in order to blossom fully into themselves.;English;472
10988;0385335989;Drums of Autumn;Drums of Autumn;242914;4.35;1996-12-30;In this breathtaking novel—rich in history and adventure—The New York Times bestselling author Diana Gabaldon continues the story of Claire Randall and Jamie Fraser that began with the now-classic novel Outlander and continued in Dragonfly in Amber and Voyager. Once again spanning continents and centuries, Diana Gabaldon has created a work of sheer passion and brilliance.... It began at an ancient Scottish stone circle. There, a doorway, open to a select few, leads into the past—or the grave. Dr. Claire Randall survived the extraordinary passage, not once but twice.Her first trip swept her into the arms of Jamie Fraser, an eighteenth-century Scot whose love for her became a legend—a tale of tragic passion that ended with her return to the present to bear his child. Her second journey, two decades later, brought them together again in the American colonies. But Claire had left someone behind in the twentieth century—their daughter, Brianna....Now Brianna has made a disturbing discovery that sends her to the circle of stones and a terrifying leap into the unknown. In search of her mother and the father she has never met, she is risking her own future to try to change history ... and to save their lives. But as Brianna plunges into an uncharted wilderness, a heartbreaking encounter may strand her forever in the past ... or root her in the place she should be, where her heart and soul belong....;English;473
10987;0385335997;Voyager;Voyager;299226;4.39;1993-12-01;From the author of the breathtaking bestsellers Outlander and Dragonfly in Amber, the extraordinary saga continues.Their passionate encounter happened long ago by whatever measurement Claire Randall took. Two decades before, she had traveled back in time and into the arms of a gallant eighteenth-century Scot named Jamie Fraser. Then she returned to her own century to bear his child, believing him dead in the tragic battle of Culloden. Yet his memory has never lessened its hold on her... and her body still cries out for him in her dreams.Then Claire discovers that Jamie survived. Torn between returning to him and staying with their daughter in her own era, Claire must choose her destiny. And as time and space come full circle, she must find the courage to face the passion and pain awaiting her...the deadly intrigues raging in a divided Scotland... and the daring voyage into the dark unknown that can reunite or forever doom her timeless love.;English;473
10964;0440242940;Outlander;Outlander;1010822;4.26;1991-06-01;The year is 1945. Claire Randall, a former combat nurse, is just back from the war and reunited with her husband on a second honeymoon when she walks through a standing stone in one of the ancient circles that dot the British Isles. Suddenly she is a Sassenach—an “outlander”—in a Scotland torn by war and raiding border clans in the year of Our Lord...1743. Hurled back in time by forces she cannot understand, Claire is catapulted into the intrigues of lairds and spies that may threaten her life, and shatter her heart. For here James Fraser, a gallant young Scots warrior, shows her a love so absolute that Claire becomes a woman torn between fidelity and desire—and between two vastly different men in two irreconcilable lives.;English;473
10959;1857993284;Sophie's World;Sofies verden;251438;3.96;1991-01-01;"An alternative cover for this ISBN can be found hereOne day fourteen-year-old Sophie Amundsen comes home from school to find in her mailbox two notes, with one question on each: ""Who are you?"" and ""Where does the world come from?"" From that irresistible beginning, Sophie becomes obsessed with questions that take her far beyond what she knows of her Norwegian village. Through those letters, she enrolls in a kind of correspondence course, covering Socrates to Sartre, with a mysterious philosopher, while receiving letters addressed to another girl. Who is Hilde? And why does her mail keep turning up? To unravel this riddle, Sophie must use the philosophy she is learning—but the truth turns out to be far more complicated than she could have imagined.";English;478
10956;0747560595;The Virgin Suicides;The Virgin Suicides;308855;3.81;1993-01-01;"The shocking thing about the girls was how nearly normal they seemed when their mother let them out for the one and only date of their lives. Twenty years on, their enigmatic personalities are embalmed in the memories of the boys who worshipped them and who now recall their shared adolescence: the brassiere draped over a crucifix belonging to the promiscuous Lux; the sisters' breathtaking appearance on the night of the dance; and the sultry, sleepy street across which they watched a family disintegrate and fragile lives disappear.";English;479
10920;0802142842;Cold Mountain;Cold Mountain;239515;3.88;1997-01-01;"Cold Mountain is a novel about a soldier’s perilous journey back to his beloved near the Civil War's end. At once a love story &amp; a harrowing account of one man’s long walk home, Cold Mountain introduces a new talent in American literature.Based on local history &amp; family stories passed down by Frazier’s great-great-grandfather, Cold Mountain is the tale of a wounded Confederate soldier, Inman, who walks away from the ravages of the war &amp; back home to his prewar sweetheart, Ada. His odyssey thru the devastated landscape of the soon-to-be-defeated South interweaves with Ada’s struggle to revive her father’s farm, with the help of an intrepid young drifter named Ruby. As their long-separated lives begin to converge at the close of the war, Inman &amp; Ada confront the vastly transformed world they’ve been delivered.Frazier reveals insight into human relations with the land &amp; the dangers of solitude. He also shares with the great 19th century novelists a keen observation of a society undergoing change. Cold Mountain recreates a world gone by that speaks to our time.";English;480
10739;0375701966;The Moviegoer;The Moviegoer;28069;3.65;1960-01-01;"When ""The Moviegoer"" was first published in 1961, it won the National Book Award and established Walker Percy as one of the supplest and most deftly modulated new voices in Southern literature. In his portrait of a boyish New Orleans stockbroker wavering between ennui and the longing for redemption, Percy managed to combine Bourbon Street elegance with the spiritual urgency of a Russian novel.On the eve of his thirtieth birthday, Binx Bolling is adrift. He occupies himself dallying with his secretaries and going to movies, which provide him with the ""treasurable moments"" absent from his real life. But one fateful Mardi Gras, Binx embarks on a quest - a harebrained search for authenticity that outrages his family, endangers his fragile cousin Kate, and sends him reeling through the gaudy chaos of the French Quarter. Wry and wrenching, rich in irony and romance, ""The Moviegoer"" is a genuine American classic.";English;482
10605;0451190750;Thinner;Thinner;203838;3.76;1984-01-01;After an old gypsy woman is killed by his car, lawyer Billy Halleck is stricken with a flesh-wasting malady and must undertake a nightmarish journey to confront the forces of death. Movie tie-in. Book available.;English;485
9014;0451196716;The Long Walk;The Long Walk;173040;4.09;1979-01-01;"Against the wishes of his mother, sixteen-year-old Ray Garraty is about to compete in the annual grueling match of stamina and wits known as The Long Walk. One hundred boys must keep a steady pace of four miles per hour without ever stopping... with the winner being awarded ""The Prize"" - anything he wants for the rest of his life. But, as part of this national tournament that sweeps through a dystopian America year after year, there are some harsh rules that Garraty and ninety-nine others must adhere to in order to beat out the rest. There is no finish line - the winner is the last man standing. Contestants cannot receive any outside aid whatsoever. Slow down under the speed limit and you're given a warning. Three warnings and you're out of the game - permanently...";English;485
10365;0375806814;Where the Red Fern Grows;Where the Red Fern Grows;394336;4.11;1961-01-01;Billy, Old Dan, and Little Ann—a boy and his two dogs...A loving threesome, they ranged the dark hills and river bottoms of Cherokee County. Old Dan had the brawn, Little Ann had the brains—and Billy had the will to train them to be the finest hunting team in the valley. Glory and victory were coming to them, but sadness waited too. And close by was the strange and wonderful power that's only found...Where the Red Fern Grows—An exciting tale of love and adventure you'll never forget.(from the back cover);English;489
10222;031215125X;The Far Pavilions;The Far Pavilions;43625;4.2;1978-08-01;A magnificent romantic/historical/adventure novel set in India at the time of mutiny. The Far Pavilions is a story of 19th Century India, when the thin patina of English rule held down dangerously turbulent undercurrents. It is a story about and English man - Ashton Pelham-Martyn - brought up as a Hindu and his passionate, but dangerous love for an Indian princess. It's a story of divided loyalties, of tender camaraderie, of greedy imperialism and of the clash between east and west. To the burning plains and snow-capped mountains of this great, humming continent, M.M. Kaye brings her quite exceptional gift of immediacy and meticulous historical accuracy, plus her insight into the human heart.;English;490
9998;0679733787;The Woman in the Dunes;砂の女 [Suna no Onna];31069;3.9;1962-01-01;The Woman in the Dunes, by celebrated writer and thinker Kobo Abe, combines the essence of myth, suspense and the existential novel. After missing the last bus home following a day trip to the seashore, an amateur entomologist is offered lodging for the night at the bottom of a vast sand pit. But when he attempts to leave the next morning, he quickly discovers that the locals have other plans. Held captive with seemingly no chance of escape, he is tasked with shoveling back the ever-advancing sand dunes that threaten to destroy the village. His only companion is an odd young woman, and together their fates become intertwined as they work side by side through this Sisyphean of tasks.;English;492
9822;0689862202;Mrs. Frisby and the Rats of NIMH;Mrs. Frisby and the Rats of NIMH;175950;4.16;1971-01-01;Mrs. Frisby, a widowed mouse with four small children, must move her family to their summer quarters immediately, or face almost certain death. But her youngest son, Timothy, lies ill with pneumonia and must not be moved. Fortunately, she encounters the rats of NIMH, an extraordinary breed of highly intelligent creatures, who come up with a brilliant solution to her dilemma.;English;493
9777;0679457313;The God of Small Things;The God of Small Things;288919;3.95;1997-04-01;"The year is 1969. In the state of Kerala, on the southernmost tip of India, a skyblue Plymouth with chrome tailfins is stranded on the highway amid a Marxist workers' demonstration. Inside the car sit two-egg twins Rahel and Esthappen, and so begins their tale. . . .Armed only with the invincible innocence of children, they fashion a childhood for themselves in the shade of the wreck that is their family—their lonely, lovely mother, Ammu (who loves by night the man her children love by day), their blind grandmother, Mammachi (who plays Handel on her violin), their beloved uncle Chacko (Rhodes scholar, pickle baron, radical Marxist, bottom-pincher), their enemy, Baby Kochamma (ex-nun and incumbent grandaunt), and the ghost of an imperial entomologist's moth (with unusually dense dorsal tufts).When their English cousin, Sophie Mol, and her mother, Margaret Kochamma, arrive on a Christmas visit, Esthappen and Rahel learn that Things Can Change in a Day. That lives can twist into new, ugly shapes, even cease forever, beside their river ""graygreen."" With fish in it. With the sky and trees in it. And at night, the broken yellow moon in it.The brilliantly plotted story uncoils with an agonizing sense of foreboding and inevitability. Yet nothing prepares you for what lies at the heart of it.The God of Small Things takes on the Big Themes—Love. Madness. Hope. Infinite Joy. Here is a writer who dares to break the rules. To dislocate received rhythms and create the language she requires, a language that is at once classical and unprecedented. Arundhati Roy has given us a book that is anchored to anguish, but fueled by wit and magic.";English;496
9717;0571224385;The Unbearable Lightness of Being;Nesnesitelná lehkost bytí;443931;4.11;1984-01-01;In The Unbearable Lightness of Being, Milan Kundera tells the story of a young woman in love with a man torn between his love for her and his incorrigible womanizing and one of his mistresses and her humbly faithful lover. This magnificent novel juxtaposes geographically distant places, brilliant and playful reflections, and a variety of styles, to take its place as perhaps the major achievement of one of the world’s truly great writers.;English;497
9712;140003468X;Love in the Time of Cholera;El amor en los tiempos del cólera;489487;3.93;1985-11-01;In their youth, Florentino Ariza and Fermina Daza fall passionately in love. When Fermina eventually chooses to marry a wealthy, well-born doctor, Florentino is heartbroken, but he is a romantic. As he rises in his business career he whiles away the years in 622 affairs—yet he reserves his heart for Fermina. Her husband dies at last, and Florentino purposefully attends the funeral. Fifty years, nine months, and four days after he first declared his love for Fermina, he will do so again.;English;498
320;;One Hundred Years of Solitude;Cien años de soledad;933752;4.11;1967-05-01;"The brilliant, bestselling, landmark novel that tells the story of the Buendia family, and chronicles the irreconcilable conflict between the desire for solitude and the need for love—in rich, imaginative prose that has come to define an entire genre known as ""magical realism.""";English;498
9570;1842431293;Another Roadside Attraction;Another Roadside Attraction;34386;3.98;1971-01-01;"What if the Second Coming didn't quite come off as advertised? What if ""the corpse"" on display in that funky roadside zoo is really who they say it is - what does that portend for the future of western civilization? And what if a young clairvoyant named Amanda reestablishes the flea circus as popular entertainment, and fertility worship as the principal religious form of our high-tech age? Another Roadside Attraction answers those questions and a lot more. It tell us, for example, what the sixties were truly all about, not by reporting on the psychedelic decade but by recreating it, from the inside out. In the process, this stunningly original seriocomic thriller is fully capable of simultaneously eating a literary hot dog and eroding the borders of the mind.";English;503
9566;184243022X;Still Life with Woodpecker;Still Life with Woodpecker;79087;4.03;1980-10-01;"Still Life with Woodpecker is a sort of a love story that takes place inside a pack of Camel cigarettes. It reveals the purpose of the moon, explains the difference between criminals andoutlaws, examines the conflict between social activism and romantic individualism, and paints a portrait of contemporary society that includes powerful Arabs, exiled royalty, and pregnant cheerleaders. It also deals withthe problem of redheads. ""From the Trade Paperback edition.""";English;503
9370;1842430343;Skinny Legs and All;Skinny Legs and All;42361;4.06;1990-01-01;An Arab and a Jew open a restaurant together across the street from the United Nations... It sounds like the beginning of an ethnic joke, but it's the axis around which spins this gutsy, fun-loving and alarmingly provocative novel, widely acclaimed as among Robbins's very best. As a dessert spoon mystifies, a waitress takes;English;503
8682;1842430351;Jitterbug Perfume;Jitterbug Perfume;75310;4.23;1984-12-01;Jitterbug Perfume is an epic, which is to say, it begins in the forests of ancient Bohemia and doesn't conclude until nine o'clock tonight [Paris time]. It is a saga, as well. A saga must have a hero, and the hero of this one is a janitor with a missing bottle. The bottle is blue, very, very old, and embossed with the image of a goat-horned god. If the liquid in the bottle is actually is the secret essence of the universe, as some folks seem to think, it had better be discovered soon because it is leaking and there is only a drop or two left.;English;503
7572;1842430246;Even Cowgirls Get the Blues;Even Cowgirls Get the Blues;53836;3.78;1976-04-01;"Starring Sissy Hanshaw--flawlessly beautiful, almost. A small-town girl with big-time dreams and a quirk to match--hitchhiking her way into your heart, your hopes, and your sleeping bags...Featuring Bonanza Jellybean and the smooth-riding cowgirls of Rubber Rose Ranch. Chink, lascivious guru of yams and yang. Julian, Mohawk by birth; asthmatic esthete and husband by disposition. Dr. Robbins, preventive psychiatrist and reality instructor...Follow Sissy's amazing odyssey from Virginia to chic Manhattan to the Dakota Badlands, where FBI agents, cowgirls, and ecstatic whooping cranes explode in a deliciously drawn-out climax...""This is one of those special novels--a piece of working magic, warm, funny, and san--that you just want to ride off into the sunset with.""--Thomas Pynchon""The best fiction, so far, to come out of the American counterculture.""-- ""Chicago Tribune Book World""";English;503
9375;0375508414;Fried Green Tomatoes at the Whistle Stop Cafe;Fried Green Tomatoes at the Whistle Stop Cafe;300100;4.28;1987-01-01;Folksy and fresh, endearing and affecting, Fried Green Tomatoes at the Whistle Stop Cafe is a now-classic novel about two women: Evelyn, who is in the sad slump of middle age, and gray-headed Mrs. Threadgoode, who is telling her life story. Her tale includes two more women, the irrepressibly daredevilish tomboy Idgie and her friend Ruth who back in the thirties ran a little place in Whistle Stop, Alabama, offering good coffee, southern barbecue, and all kinds of love and laughter, even an occasional murder. And as the past unfolds, the present will never be quite the same again.;English;505
8737;068485256X;The Last Temptation of Christ;Ο Τελευταίος Πειρασμός ;14037;4.17;1955-01-01;The internationally renowned novel about the life and death of Jesus Christ.Hailed as a masterpiece by critics worldwide, The Last Temptation of Christ is a monumental reinterpretation of the Gospels that brilliantly fleshes out Christ’s Passion. This literary rendering of the life of Jesus Christ has courted controversy since its publication by depicting a Christ far more human than the one seen in the Bible. He is a figure who is gloriously divine but earthy and human, a man like any other—subject to fear, doubt, and pain.In elegant, thoughtful prose Nikos Kazantzakis, one of the greats of modern literature, follows this Jesus as he struggles to live out God’s will for him, powerfully suggesting that it was Christ’s ultimate triumph over his flawed humanity, when he gave up the temptation to run from the cross and willingly laid down his life for mankind, that truly made him the venerable redeemer of men.“Spiritual dynamite.” — San Francisco Chronicle“A searing, soaring, shocking novel.” — Time;English;511
